ESTADO,UNIVERSIDAD,CAMPUS,Matricula_Total
COAHUILA,UNIVERSIDAD METROPOLITANA DE COAHUILA,UNIVERSIDAD METROPOLITANA DE COAHUILA UNIDAD NUEVA ROSITA,156
COAHUILA,UNIVERSIDAD MILLENIUM INTERNACIONAL,UNIVERSIDAD MILLENIUM INTERNACIONAL,91
COAHUILA,UNIVERSIDAD PEDAGÓGICA NACIONAL UNIDAD MONCLOVA,UPN UNIDAD SEAD 54,435
COAHUILA,UNIVERSIDAD PEDAGÓGICA NACIONAL UNIDAD SALTILLO,UPN UNIDAD SEAD 51,"1,080"
COAHUILA,UNIVERSIDAD PEDAGÓGICA NACIONAL UNIDAD TORREÓN,UPN UNIDAD SEAD 52,298
COAHUILA,UNIVERSIDAD POLITÉCNICA DE LA REGIÓN LAGUNA,UNIVERSIDAD POLITÉCNICA DE LA LAGUNA,848
COAHUILA,UNIVERSIDAD POLITÉCNICA DE MONCLOVA-FRONTERA,UNIVERSIDAD POLITÉCNICA DE MONCLOVA-FRONTERA,474
COAHUILA,UNIVERSIDAD POLITÉCNICA DE PIEDRAS NEGRAS,UNIVERSIDAD POLITÉCNICA DE PIEDRAS NEGRAS,503
COAHUILA,UNIVERSIDAD POLITÉCNICA DE RAMOS ARIZPE,UNIVERSIDAD POLITÉCNICA DE RAMOS ARIZPE,506
COAHUILA,UNIVERSIDAD SANTANDER,UNIVERSIDAD SANTANDER - SEDE COAHUILA,454
COAHUILA,UNIVERSIDAD TÉCNICA ESPECIALIZADA AL SERVICIO DEL TRANSPORTE,UNIVERSIDAD TÉCNICA ESPECIALIZADA AL SERVICIO DEL TRANSPORTE,24
COAHUILA,UNIVERSIDAD TECNOLÓGICA DE CIUDAD ACUÑA,UNIVERSIDAD TECNOLÓGICA DE CIUDAD ACUÑA,543
COAHUILA,UNIVERSIDAD TECNOLÓGICA DE COAHUILA,UNIVERSIDAD TECNOLÓGICA DE COAHUILA,"2,841"
COAHUILA,UNIVERSIDAD TECNOLÓGICA DE LA REGIÓN CARBONÍFERA DE COAHUILA,UNIVERSIDAD TECNOLÓGICA DE LA REGIÓN CARBONÍFERA DE COAHUILA,811
COAHUILA,UNIVERSIDAD TECNOLÓGICA DE LA REGIÓN CENTRO DE COAHUILA,UNIVERSIDAD TECNOLÓGICA DE LA REGIÓN CENTRO DE COAHUILA,"2,621"
COAHUILA,UNIVERSIDAD TECNOLÓGICA DE PARRAS DE LA FUENTE,UNIVERSIDAD TECNOLÓGICA DE PARRAS DE LA FUENTE,357
COAHUILA,UNIVERSIDAD TECNOLÓGICA DE SALTILLO,UNIVERSIDAD TECNOLÓGICA DE SALTILLO,660
COAHUILA,UNIVERSIDAD TECNOLÓGICA DE TORREÓN,UNIVERSIDAD TECNOLÓGICA DE TORREÓN,"3,805"
COAHUILA,UNIVERSIDAD TECNOLÓGICA DEL NORTE DE COAHUILA,UNIVERSIDAD TECNOLÓGICA DEL NORTE DE COAHUILA,"2,211"
COAHUILA,UNIVERSIDAD VIRTUAL DEL VALLE DE EXTREMADURA,UNIVERSIDAD VIRTUAL DEL VALLE DE EXTREMADURA,124
COAHUILA,UNIVERSIDAD VIZCAYA DE LAS AMÉRICAS,UNIVERSIDAD VIZCAYA DE LAS AMÉRICAS - CAMPUS CIUDAD ACUÑA,"1,478"
COAHUILA,UNIVERSIDAD VIZCAYA DE LAS AMÉRICAS,UNIVERSIDAD VIZCAYA DE LAS AMÉRICAS - CAMPUS MONCLOVA,940
COAHUILA,UNIVERSIDAD VIZCAYA DE LAS AMÉRICAS,UNIVERSIDAD VIZCAYA DE LAS AMÉRICAS - CAMPUS PIEDRAS NEGRAS,"1,356"
COAHUILA,UNIVERSIDAD VIZCAYA DE LAS AMÉRICAS,UNIVERSIDAD VIZCAYA DE LAS AMÉRICAS - CAMPUS SALTILLO,"1,592"
COAHUILA,UNIVERSIDAD VIZCAYA DE LAS AMÉRICAS,UNIVERSIDAD VIZCAYA DE LAS AMÉRICAS - CAMPUS TORREÓN,"1,710"
COAHUILA,INSTITUTO SUPERIOR DE ESTUDIOS DE SEGURIDAD PÚBLICA DEL ESTADO DE COAHUILA,INSTITUTO SUPERIOR DE ESTUDIOS DE SEGURIDAD PÚBLICA - CAMPUS RAMOS ARIZPE,53
COAHUILA,ROCHAT ESCUELA DE NEGOCIOS,ROCHAT ESCUELA DE NEGOCIOS,42
COAHUILA,MULTIVERSIDAD LATINOAMERICANA DE ESTUDIOS SUPERIORES,MULTIVERSIDAD LATINOAMERICANA DE ESTUDIOS SUPERIORES - CAMPUS TORREÓN,16
COAHUILA,CENTRO DE ESTUDIOS SUPERIORES EN GESTIÓN PÚBLICA,CENTRO DE ESTUDIOS SUPERIORES EN GESTIÓN PÚBLICA,81
COAHUILA,UNIVERSIDAD AHMSA,UNIVERSIDAD AHMSA,90
COLIMA,CENTRO COLIMENSE DE ESTUDIOS UNIVERSITARIOS PROF. GUSTAVO ALBERTO VÁZQUEZ MONTES,CENTRO COLIMENSE DE ESTUDIOS UNIVERSITARIOS PROFR. GUSTAVO ALBERTO VÁZQUEZ MONTES,40
COLIMA,CENTRO COLIMENSE DE INVESTIGACIONES EDUCATIVAS A.C.,CENTRO COLIMENSE DE INVESTIGACIONES EDUCATIVAS A.C.,32
COLIMA,CENTRO COLIMENSE DE INVESTIGACIONES EDUCATIVAS A.C.,CENTRO COLIMENSE DE INVESTIGACIONES EDUCATIVAS A.C. - CAMPUS TECOMÁN,8
COLIMA,"CENTRO DE ESTUDIOS PROFESIONALES DE COLIMA, S.C.","CENTRO DE ESTUDIOS PROFESIONALES DE COLIMA, S.C.",53
COLIMA,CENTRO DE ESTUDIOS UNIVERSITARIOS DE BAJA CALIFORNIA,CENTRO DE ESTUDIOS UNIVERSITARIOS DE BAJA CALIFORNIA - PLANTEL COLIMA,333
COLIMA,"CENTRO DE ESTUDIOS UNIVERSITARIOS DEL VALLE DE TECOMÁN, A.C.","CENTRO DE ESTUDIOS UNIVERSITARIOS DEL VALLE DE TECOMÁN, A.C.",169
COLIMA,CENTRO DE ESTUDIOS UNIVERSITARIOS UCCEG,CENTRO DE ESTUDIOS UNIVERSITARIOS UCCEG,12
COLIMA,CENTRO DE INVESTIGACIONES SOCIALES Y EDUCATIVAS TECOMÁN,CENTRO DE INVESTIGACIONES SOCIALES Y EDUCATIVAS TECOMÁN,64
COLIMA,"COLEGIO SUPERIOR DE MEDICINA ALTERNATIVA, A.C.","COLEGIO SUPERIOR DE MEDICINA ALTERNATIVA, A.C.",62
COLIMA,COLIMA CAPITAL Y CENTRAL DE DESARROLLO PROFESIONAL,COLIMA CAPITAL Y CENTRAL DE DESARROLLO PROFESIONAL,30
COLIMA,ESCUELA DE TRABAJO SOCIAL VASCO DE QUIROGA,ESCUELA DE TRABAJO SOCIAL VASCO DE QUIROGA,183
COLIMA,ESCUELA PREPARATORIA MOCTEZUMA A.C.,ESCUELA PREPARATORIA MOCTEZUMA A.C.,16
COLIMA,"ESCUELA TÉCNICA ALCALÁ ALTA COSTURA, DISEÑO DE MODAS, PATRONAJE INDUSTRIAL Y ESCALONADO","ESCUELA TÉCNICA ALCALÁ ALTA COSTURA, DISEÑO DE MODAS, PATRONAJE INDUSTRIAL Y ESCALONADO",10
COLIMA,INETEP INSTITUTO DE EDUCACIÓN TECNOLÓGICA Y DE ESPECIALIDADES PROFESIONALES,INETEP INSTITUTO DE EDUCACIÓN TECNOLÓGICA Y DE ESPECIALIDADES PROFESIONALES,14
COLIMA,INSTITUTO ATENEO DE COLIMA,INSTITUTO DE ESTUDIOS SUPERIORES FEDERICO RANGEL FUENTES,176
COLIMA,"INSTITUTO COLIMENSE DE CIENCIAS FORENSES, A.C.","INSTITUTO COLIMENSE DE CIENCIAS FORENSES, A.C.",74
COLIMA,INSTITUTO COLIMENSE DE ESTUDIOS SUPERIORES A.C.,"INSTITUTO COLIMENSE DE ESTUDIOS SUPERIORES, A.C.",13
COLIMA,INSTITUTO DA VINCI COLIMA,INSTITUTO DA VINCI COLIMA,99
COLIMA,INSTITUTO DE ESTUDIOS SUPERIORES FEDERICO RANGEL FUENTES,INSTITUTO DE ESTUDIOS SUPERIORES FEDERICO RANGEL FUENTES,312
COLIMA,INSTITUTO DE ESTUDIOS SUPERIORES FEDERICO RANGEL FUENTES,INSTITUTO DE ESTUDIOS SUPERIORES FEDERICO RANGEL FUENTES - CAMPUS MANZANILLO,117
COLIMA,INSTITUTO EDUCATIVO COLIMENSE,INSTITUTO EDUCATIVO COLIMENSE,41
COLIMA,INSTITUTO JOSÉ MARTÍ,INSTITUTO JOSÉ MARTÍ,224
COLIMA,INSTITUTO SUPERIOR DE EDUCACIÓN NORMAL DEL ESTADO DE COLIMA PROF. GREGORIO TORRES QUINTERO,INSTITUTO SUPERIOR DE EDUCACIÓN NORMAL DEL ESTADO DE COLIMA PROFR. GREGORIO TORRES QUINTERO,806
COLIMA,INSTITUTO TÉCNICO DE ENSEÑANZA Y CAPACITACIÓN EN COMERCIO EXTERIOR S.C.,INSTITUTO TÉCNICO DE ENSEÑANZA Y CAPACITACIÓN EN COMERCIO EXTERIOR S.C.,649
COLIMA,INSTITUTO TECNOLÓGICO DE COLIMA,INSTITUTO TECNOLÓGICO DE COLIMA,"3,235"
COLIMA,INSTITUTO TECOMENSE DE ESTUDIOS SUPERIORES LIC. BENITO JUÁREZ,INSTITUTO TECOMENSE DE ESTUDIOS SUPERIORES LIC. BENITO JUÁREZ - COLIMA,23
COLIMA,INSTITUTO TECOMENSE DE ESTUDIOS SUPERIORES LIC. BENITO JUÁREZ,INSTITUTO TECOMENSE DE ESTUDIOS SUPERIORES LIC. BENITO JUÁREZ - MANZANILLO,37
COLIMA,INSTITUTO TECOMENSE DE ESTUDIOS SUPERIORES LIC. BENITO JUÁREZ,INSTITUTO TECOMENSE DE ESTUDIOS SUPERIORES LIC. BENITO JUÁREZ - TECOMÁN,221
COLIMA,INSTITUTO UNIVERSITARIO DE LAS AMÉRICAS Y EL CARIBE,INSTITUTO UNIVERSITARIO DE LAS AMÉRICAS Y EL CARIBE,162
COLIMA,UNIDAD UPN COLIMA,UNIDAD UPN COLIMA,271
COLIMA,UNIVERSIDAD AUTÓNOMA DEL PACÍFICO,"FACULTAD DE ADMINISTRACIÓN Y HUMANIDADES, UNIVERSIDAD AUTÓNOMA DEL PACÍFICO",0
COLIMA,UNIVERSIDAD AUTÓNOMA DEL PACÍFICO,"FACULTAD DE INGENIERÍA Y SISTEMAS, UNIVERSIDAD AUTÓNOMA DEL PACÍFICO",7
COLIMA,UNIVERSIDAD DE COLIMA,ESCUELA DE COMERCIO EXTERIOR,592
COLIMA,UNIVERSIDAD DE COLIMA,ESCUELA DE FILOSOFÍA,38
COLIMA,UNIVERSIDAD DE COLIMA,ESCUELA DE MERCADOTECNIA,480
COLIMA,UNIVERSIDAD DE COLIMA,ESCUELA DE TURISMO,335
COLIMA,UNIVERSIDAD DE COLIMA,ESCUELA DE TURISMO Y GASTRONOMÍA,249
COLIMA,UNIVERSIDAD DE COLIMA,FAC. DE CONTABILIDAD Y ADMINISTRACIÓN 1 TECOMÁN,481
COLIMA,UNIVERSIDAD DE COLIMA,FAC. DE CONTABILIDAD Y ADMINISTRACIÓN 2 MANZANILLO,589
COLIMA,UNIVERSIDAD DE COLIMA,FACULTAD DE ARQUITECTURA Y DISEÑO,581
COLIMA,UNIVERSIDAD DE COLIMA,FACULTAD DE CIENCIAS,208
COLIMA,UNIVERSIDAD DE COLIMA,FACULTAD DE CIENCIAS BIOLÓGICAS Y AGROPECUARIAS,507
COLIMA,UNIVERSIDAD DE COLIMA,FACULTAD DE CIENCIAS DE LA EDUCACIÓN,628
COLIMA,UNIVERSIDAD DE COLIMA,FACULTAD DE CIENCIAS MARINAS,235
COLIMA,UNIVERSIDAD DE COLIMA,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,360
COLIMA,UNIVERSIDAD DE COLIMA,FACULTAD DE CIENCIAS QUÍMICAS,608
COLIMA,UNIVERSIDAD DE COLIMA,FACULTAD DE CONTABILIDAD Y ADMINISTRACIÓN COLIMA,669
COLIMA,UNIVERSIDAD DE COLIMA,FACULTAD DE DERECHO,565
COLIMA,UNIVERSIDAD DE COLIMA,FACULTAD DE ECONOMÍA,751
COLIMA,UNIVERSIDAD DE COLIMA,FACULTAD DE ENFERMERÍA,632
COLIMA,UNIVERSIDAD DE COLIMA,FACULTAD DE INGENIERÍA CIVIL,473
COLIMA,UNIVERSIDAD DE COLIMA,FACULTAD DE INGENIERÍA ELECTROMECÁNICA,408
COLIMA,UNIVERSIDAD DE COLIMA,FACULTAD DE INGENIERÍA MECÁNICA Y ELÉCTRICA,733
COLIMA,UNIVERSIDAD DE COLIMA,FACULTAD DE LENGUAS EXTRANJERAS,224
COLIMA,UNIVERSIDAD DE COLIMA,FACULTAD DE LETRAS Y COMUNICACIÓN,329
COLIMA,UNIVERSIDAD DE COLIMA,FACULTAD DE MEDICINA,"1,101"
COLIMA,UNIVERSIDAD DE COLIMA,FACULTAD DE MEDICINA VETERINARIA Y ZOOTECNIA,260
COLIMA,UNIVERSIDAD DE COLIMA,FACULTAD DE PEDAGOGÍA,366
COLIMA,UNIVERSIDAD DE COLIMA,FACULTAD DE PSICOLOGÍA,418
COLIMA,UNIVERSIDAD DE COLIMA,FACULTAD DE TELEMÁTICA,536
COLIMA,UNIVERSIDAD DE COLIMA,FACULTAD DE TRABAJO SOCIAL,323
COLIMA,UNIVERSIDAD DE COLIMA,INSTITUTO UNIVERSITARIO DE BELLAS ARTES,236
COLIMA,UNIVERSIDAD DEL VALLE DE ATEMAJAC,UNIVERSIDAD DEL VALLE DE ATEMAJAC - CAMPUS COLIMA,440
COLIMA,UNIVERSIDAD EMPRESARIAL DE MÉXICO,UNIVERSIDAD EMPRESARIAL DE MÉXICO,3
COLIMA,UNIVERSIDAD MULTITÉCNICA PROFESIONAL,UNIVERSIDAD MULTITÉCNICA PROFESIONAL,"1,275"
COLIMA,UNIVERSIDAD TECNOLÓGICA DE MANZANILLO,UNIVERSIDAD TECNOLÓGICA DE MANZANILLO,"1,161"
COLIMA,UNIVERSIDAD UNIVER,UNIVERSIDAD UNIVER - COLIMA,500
COLIMA,UNIVERSIDAD VIZCAYA DE LAS AMÉRICAS,UNIVERSIDAD VIZCAYA DE LAS AMÉRICAS - CAMPUS COLIMA,"1,058"
COLIMA,UNIVERSIDAD VIZCAYA DE LAS AMÉRICAS,UNIVERSIDAD VIZCAYA DE LAS AMÉRICAS - CAMPUS MANZANILLO,477
COLIMA,INSTITUTO DE CAPACITACIÓN Y EDUCACIÓN PROFESIONAL ICEP,INSTITUTO DE CAPACITACIÓN Y EDUCACIÓN PROFESIONAL (ICEP) - PLANTEL COLIMA,559
COLIMA,INSTITUTO DE CAPACITACIÓN Y EDUCACIÓN PROFESIONAL ICEP,INSTITUTO DE CAPACITACIÓN Y EDUCACIÓN PROFESIONAL (ICEP) - PLANTEL MANZANILLO,273
COLIMA,INSTITUTO DE CAPACITACIÓN Y EDUCACIÓN PROFESIONAL ICEP,INSTITUTO DE CAPACITACIÓN Y EDUCACIÓN PROFESIONAL (ICEP) - PLANTEL TECOMÁN,169
DURANGO,BENEMÉRITA Y CENTENARIA ESCUELA NORMAL DEL ESTADO DE DURANGO,BENEMÉRITA Y CENTENARIA ESCUELA NORMAL DEL ESTADO DE DURANGO,651
DURANGO,CENTRO DE ACTUALIZACIÓN DEL MAGISTERIO DURANGO,CENTRO DE ACTUALIZACIÓN DEL MAGISTERIO,287
DURANGO,CENTRO DE ESTUDIOS LERDO CONTEMPORÁNEO,CENTRO DE ESTUDIOS LERDO CONTEMPORÁNEO,102
DURANGO,CENTRO DE ESTUDIOS SUPERIORES EN NEGOCIOS Y HUMANIDADES,CENTRO DE ESTUDIOS SUPERIORES EN NEGOCIOS Y HUMANIDADES,52
DURANGO,CENTRO DE ESTUDIOS SUPERIORES VALLE DE SÚCHIL A.C.,CENTRO DE ESTUDIOS SUPERIORES VALLE DE SUCHIL A.C.,85
DURANGO,CENTRO DE ESTUDIOS UNIVERSITARIOS UNIVER,CENTRO DE ESTUDIOS UNIVERSITARIOS UNIVER - DURANGO,679
DURANGO,CENTRO DE HIPNOTERAPIA HUMANÍSTICA DE DURANGO,CENTRO DE HIPNOTERAPIA HUMANÍSTICA DE DURANGO,21
DURANGO,CENTRO DE INFORMACION Y CAPACITACION CONECTA,CENTRO DE INFORMACION Y CAPACITACION CONECTA,48
DURANGO,CENTRO DIDÁCTICO DCM A.C.,CENTRO DIDÁCTICO DCM A.C.,128
DURANGO,CENTRO EDUCATIVO DE INVESTIGACIÓN INTERCULTURAL,CENTRO EDUCATIVO DE INVESTIGACIÓN INTERCULTURAL,32
DURANGO,CENTRO EDUCATIVO DE LÍDERES,CENTRO EDUCATIVO DE LÍDERES,16
DURANGO,"CENTRO PEDAGÓGICO DE DURANGO, A. C.",CENTRO PEDAGÓGICO DE DURANGO A.C.,59
DURANGO,"CENTRO PEDAGÓGICO DE DURANGO, A. C.","CENTRO PEDAGÓGICO DE DURANGO, A. C.",232
DURANGO,DIVISIÓN DE ESTUDIOS SUPERIORES INSTITUTO 18 DE MARZO,DIVISIÓN DE ESTUDIOS SUPERIORES INSTITUTO 18 DE MARZO,"1,926"
DURANGO,DIVISIÓN DE ESTUDIOS SUPERIORES VILLA DE MATEL,DIVISIÓN DE ESTUDIOS SUPERIORES VILLA DE MATEL,8
DURANGO,"ENSEÑANZA E INVESTIGACIÓN SUPERIOR, A.C.",UNIVERSIDAD TECMILENIO - CAMPUS DURANGO,460
DURANGO,ESCUELA NORMAL PROFESOR CARLOS A. CARRILLO,ESCUELA NORMAL PROFESOR CARLOS A. CARRILLO,364
DURANGO,"ESCUELA NORMAL SUPERIOR DE DURANGO, C.I.",ESCUELA NORMAL SUPERIOR DE DURANGO C.I.,119
DURANGO,"ESCUELA NORMAL SUPERIOR DE LA LAGUNA, CURSOS INTENSIVOS, A.C.",ESCUELA NORMAL SUPERIOR DE LA LAGUNA C.I.,93
DURANGO,"ESCUELA NORMAL SUPERIOR DE LA LAGUNA, CURSOS REGULARES",ESCUELA NORMAL SUPERIOR DE LA LAGUNA C.O.,402
DURANGO,"ESCUELA SUPERIOR DE EDUCACIÓN ARTÍSTICA QUETZALCÓATL, S. C.","ESCUELA SUPERIOR DE EDUCACIÓN ARTÍSTICA QUETZALCÓATL, S. C.",146
DURANGO,INSTITUTO ASCENCIO S.C.,INSTITUTO ASCENCIO S.C.,10
DURANGO,INSTITUTO BILINGÜE DE DURANGO,INSTITUTO BILINGÜE DE DURANGO,108
DURANGO,INSTITUTO DE ACTUALIZACIÓN PROFESIONAL,INSTITUTO DE ACTUALIZACIÓN PROFESIONAL,75
DURANGO,INSTITUTO DE ARTES MODERNAS,INSTITUTO DE ARTES MODERNAS,563
DURANGO,INSTITUTO DE DISEÑO Y MERCADOTECNIA DE MODAS CATALINA DE ARAGÓN A.C.,INSTITUTO DE DISEÑO Y MERCADOTECNIA DE MODAS CATALINA DE ARAGÓN A.C.,14
DURANGO,INSTITUTO DE EDUCACIÓN SUPERIOR FRANKLIN WARREN,INSTITUTO DE EDUCACIÓN SUPERIOR FRANKLIN WARREN,31
DURANGO,INSTITUTO DE EDUCACIÓN Y CULTURA ALEJANDRÍA,INSTITUTO DE EDUCACIÓN Y CULTURA ALEJANDRÍA,825
DURANGO,INSTITUTO DE EDUCACIÓN Y CULTURA ALEJANDRÍA,"INSTITUTO DE EDUCACIÓN Y CULTURA ALEJANDRÍA, UNIDAD CANATLAN",65
DURANGO,INSTITUTO DE ESTUDIOS SUPERIORES COGNOS,INSTITUTO DE ESTUDIOS SUPERIORES COGNOS,19
DURANGO,INSTITUTO DE ESTUDIOS SUPERIORES DE EDUCACIÓN NORMAL GENERAL LÁZARO CÁRDENAS,INSTITUTO DE ESTUDIOS SUPERIORES DE EDUC. NORMAL GENERAL LÁZARO CÁRDENAS DEL RIO,821
DURANGO,INSTITUTO DE INVESTIGACIÓN EN PROCESOS DE DESARROLLO HUMANO A.C.,INSTITUTO DE INVESTIGACIÓN EN PROCESOS DE DESARROLLO HUMANO A.C.,23
DURANGO,INSTITUTO DE PROFESIONALIZACIÓN DEL CCPD,INSTITUTO DE PROFESIONALIZACIÓN DEL CCPD,19
DURANGO,INSTITUTO EDUCATIVO DOLORES DEL RÍO,INSTITUTO EDUCATIVO DOLORES DEL RÍO - EXTENSIÓN SANTIAGO PAPASQUIARO DURANGO,170
DURANGO,INSTITUTO EDUCATIVO GUBA,INSTITUTO EDUCATIVO GUBA,10
DURANGO,INSTITUTO GASTRONÓMICO CASSEROLE,INSTITUTO GASTRONÓMICO CASSEROLE,242
DURANGO,INSTITUTO HUMANÍSTICO INTEGRAL,INSTITUTO HUMANÍSTICO INTEGRAL,28
DURANGO,INSTITUTO HUMANÍSTICO INTEGRAL,"INSTITUTO HUMANÍSTICO INTEGRAL, SEDE GÓMEZ PALACIO, DGO.",12
DURANGO,INSTITUTO INTERNACIONAL DE LIPOESCULTURA,INSTITUTO INTERNACIONAL DE LIPOESCULTURA,33
DURANGO,INSTITUTO MEXICANO DE FORMACIÓN EJECUTIVA,INSTITUTO MEXICANO DE FORMACIÓN EJECUTIVA,116
DURANGO,INSTITUTO POLITÉCNICO NACIONAL,"CENTRO INTERDISCIPLINARIO DE INVESTIGACIÓN PARA EL DESARROLLO INTEGRAL, UNIDAD DURANGO",46
DURANGO,INSTITUTO SUPERIOR FIDES ET RATIO,INSTITUTO SUPERIOR FIDES ET RATIO,32
DURANGO,INSTITUTO SUPERIOR FIDES ET RATIO,INSTITUTO SUPERIOR FIDES ET RATIO - SEDE SAN JOSÉ,58
DURANGO,INSTITUTO SUPERIOR FRANCISCO GOMEZ PALACIO,INSTITUTO SUPERIOR FRANCISCO GÓMEZ PALACIO,57
DURANGO,INSTITUTO SUPERIOR IBÉRICO,INSTITUTO SUPERIOR IBÉRICO,50
DURANGO,INSTITUTO SUPERIOR PARA LA ACTUALIZACIÓN MAGISTERIAL Y EJECUTIVA,INSTITUTO SUPERIOR PARA LA ACTUALIZACIÓN MAGISTERIAL Y EJECUTIVA,48
DURANGO,INSTITUTO TECNOLÓGICO DE DURANGO,INSTITUTO TECNOLÓGICO DE DURANGO,"7,011"
DURANGO,INSTITUTO TECNOLÓGICO DE EL SALTO,INSTITUTO TECNOLÓGICO DE EL SALTO,403
DURANGO,INSTITUTO TECNOLÓGICO DEL VALLE DEL GUADIANA,INSTITUTO TECNOLÓGICO DEL VALLE DEL GUADIANA,691
DURANGO,INSTITUTO TECNOLÓGICO SUPERIOR DE LERDO,INSTITUTO TECNOLÓGICO SUPERIOR DE LERDO,"3,436"
DURANGO,INSTITUTO TECNOLÓGICO SUPERIOR DE LOS LLANOS,INSTITUTO TECNOLÓGICO SUPERIOR DE LOS LLANOS,829
DURANGO,INSTITUTO TECNOLÓGICO SUPERIOR DE SANTA MARÍA DE EL ORO,INSTITUTO TECNOLÓGICO SUPERIOR DE SANTA MARÍA DE EL ORO,223
DURANGO,INSTITUTO TECNOLÓGICO SUPERIOR DE SANTIAGO PAPASQUIARO,INSTITUTO TECNOLÓGICO SUPERIOR DE SANTIAGO PAPASQUIARO,"1,092"
DURANGO,INSTITUTO UNIVERSITARIO ANGLO ESPAÑOL,INSTITUTO UNIVERSITARIO ANGLO ESPAÑOL,101
DURANGO,JOSE GUADALUPE AGUILERA,JOSE GUADALUPE AGUILERA,472
DURANGO,PROF. ANTONIO ESTOPIER ESTOPIER,PROF. ANTONIO ESTOPIER ESTOPIER,225
DURANGO,TRIBUNAL SUPERIOR DE JUSTICIA,TRIBUNAL SUPERIOR DE JUSTICIA,13
DURANGO,UNIVERSIDAD AUTÓNOMA CHAPINGO,UNIVERSIDAD AUTÓNOMA CHAPINGO - UNIDAD REGIONAL UNIVERSITARIA DE ZONA ÁRIDAS,164
DURANGO,UNIVERSIDAD AUTÓNOMA DE DURANGO A.C.,UNIVERSIDAD AUTÓNOMA DE DURANGO,"3,788"
DURANGO,UNIVERSIDAD AUTÓNOMA DE DURANGO A.C.,UNIVERSIDAD AUTÓNOMA DE DURANGO - EXTENSIÓN GÓMEZ PALACIO,728
DURANGO,UNIVERSIDAD AUTÓNOMA DE DURANGO A.C.,UNIVERSIDAD AUTÓNOMA DE DURANGO - EXTENSIÓN SANTIAGO PAPASQUIA,130
DURANGO,UNIVERSIDAD AUTÓNOMA ESPAÑA DE DURANGO,"UNIVERSIDAD AUTÓNOMA ESPAÑA DE DURANGO, CAMPUS GUADALUPE VICTORIA",31
DURANGO,UNIVERSIDAD AUTÓNOMA ESPAÑA DE DURANGO,"UNIVERSIDAD AUTÓNOMA ESPAÑA DE DURANGO, CAMPUS VICENTE GUERRERO",13
DURANGO,UNIVERSIDAD AUTÓNOMA ESPAÑA DE DURANGO,UNIVERSIDAD ESPAÑA DE DURANGO,"1,095"
DURANGO,UNIVERSIDAD DEL VALLE DE GUADIANA,UNIVERSIDAD DEL VALLE DE GUADIANA,58
DURANGO,UNIVERSIDAD DURANGO SANTANDER T.V.,UNIVERSIDAD DURANGO SANTANDER T.V.,561
DURANGO,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO - CAMPUS DURANGO,364
DURANGO,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO - CAMPUS GÓMEZ PALACIO,414
DURANGO,UNIVERSIDAD INTERNACIONAL MEXICANA,UNIVERSIDAD INTERNACIONAL MEXICANA,103
DURANGO,UNIVERSIDAD JUÁREZ DEL ESTADO DE DURANGO,ESCUELA DE BIOLOGÍA,219
DURANGO,UNIVERSIDAD JUÁREZ DEL ESTADO DE DURANGO,ESCUELA DE CIENCIAS QUÍMICAS,748
DURANGO,UNIVERSIDAD JUÁREZ DEL ESTADO DE DURANGO,ESCUELA DE EDUCACIÓN FÍSICA Y DEPORTE,510
DURANGO,UNIVERSIDAD JUÁREZ DEL ESTADO DE DURANGO,ESCUELA DE LENGUAS,222
DURANGO,UNIVERSIDAD JUÁREZ DEL ESTADO DE DURANGO,ESCUELA DE MATEMÁTICAS,129
DURANGO,UNIVERSIDAD JUÁREZ DEL ESTADO DE DURANGO,ESCUELA DE ODONTOLOGÍA,585
DURANGO,UNIVERSIDAD JUÁREZ DEL ESTADO DE DURANGO,ESCUELA DE PINTURA ESCULTURA Y ARTESANÍAS DE LA UNIVERSIDAD JUÁREZ DEL ESTADO DE,213
DURANGO,UNIVERSIDAD JUÁREZ DEL ESTADO DE DURANGO,ESCUELA DE PSICOLOGÍA,"1,034"
DURANGO,UNIVERSIDAD JUÁREZ DEL ESTADO DE DURANGO,ESCUELA SUPERIOR DE MÚSICA,157
DURANGO,UNIVERSIDAD JUÁREZ DEL ESTADO DE DURANGO,FACULTAD DE AGRICULTURA Y ZOOTECNIA,432
DURANGO,UNIVERSIDAD JUÁREZ DEL ESTADO DE DURANGO,FACULTAD DE CIENCIAS FORESTALES,361
DURANGO,UNIVERSIDAD JUÁREZ DEL ESTADO DE DURANGO,FACULTAD DE CIENCIAS QUÍMICAS,854
DURANGO,UNIVERSIDAD JUÁREZ DEL ESTADO DE DURANGO,FACULTAD DE CONTADURÍA Y ADMINISTRACIÓN,"2,066"
DURANGO,UNIVERSIDAD JUÁREZ DEL ESTADO DE DURANGO,FACULTAD DE DERECHO,"1,846"
DURANGO,UNIVERSIDAD JUÁREZ DEL ESTADO DE DURANGO,FACULTAD DE ENFERMERÍA Y OBSTETRICIA,738
DURANGO,UNIVERSIDAD JUÁREZ DEL ESTADO DE DURANGO,FACULTAD DE INGENIERÍA CIVIL,975
